School Code,School Name,Year,Enrolment
515,École La-Belle-Cloche,2018,93
514,École Pierre-Chiasson,2018,71
512,École St-Augustin,2018,34
513,École-sur-Mer,2018,180
342,Eliot River Elementary School,2018,472
134,Ellerslie Elementary School,2018,199
232,Elm Street Elementary School,2018,407
345,Englewood School,2018,190
445,Georgetown Elementary School,2018,54
340,Glen Stewart Primary School,2018,614
237,Greenfield Elementary School,2018,363
348,Gulf Shore Consolidated School,2018,245
122,Hernewood Intermediate School,2018,288
211,Kensington Intermediate Senior High School,2018,298
212,Kinkora Regional High School,2018,148
343,L.M. Montgomery Elementary School,2018,441
123,M.E. Callaghan Intermediate School,2018,224
222,Miscouche Consolidated School,2018,236
446,Montague Consolidated School,2018,421
420,Montague Intermediate School,2018,286
410,Montague Regional High School,2018,409
447,Morell Consolidated School,2018,181
411,Morell Regional High School,2018,170
448,Mount Stewart Consolidated School,2018,180
133,O'Leary Elementary School,2018,114
346,Parkdale Elementary School,2018,170
236,Parkside Elementary School,2018,345
347,Prince Street Elementary School,2018,231
321,Queen Charlotte Intermediate School,2018,592
233,Queen Elizabeth Elementary School,2018,337
349,Sherwood Elementary School,2018,506
234,Somerset Elementary School,2018,156
412,Souris Regional School,2018,523
451,Southern Kings Consolidated School,2018,183
351,Spring Park Elementary School,2018,535
354,St. Jean Elementary School,2018,116
135,St. Louis Elementary School,2018,120
323,Stonepark Intermediate School,2018,641
358,Stratford Elementary School,2018,456
220,Summerside Intermediate School,2018,527
215,Three Oaks Senior High School,2018,692
130,Tignish Elementary School,2018,157
455,Vernon River Consolidated School,2018,182
355,West Kent Elementary School,2018,307
356,West Royalty Elementary School,2018,451
113,Westisle Composite High School,2018,509
350,Westwood Primary School,2018,545
131,Alberton Elementary School,2019,118
231,Amherst Cove Consolidated School,2019,118
221,Athena Consolidated School,2019,302
440,Belfast Consolidated School,2019,109
320,Birchwood Intermediate School,2019,554
132,Bloomfield Elementary School,2019,252
314,Bluefield High School,2019,741
441,Cardigan Consolidated School,2019,100
341,Central Queens Elementary School,2019,253
310,Charlottetown Rural High School,2019,1056
311,Colonel Gray Senior High School,2019,913
344,Donagh Regional School,2019,206
324,East Wiltshire Intermediate School,2019,596
510,École Évangéline,2019,218
511,École François-Buote,2019,411
515,École La-Belle-Cloche,2019,102
514,École Pierre-Chiasson,2019,73
512,École St-Augustin,2019,41
513,École-sur-Mer,2019,199
342,Eliot River Elementary School,2019,466
134,Ellerslie Elementary School,2019,216
232,Elm Street Elementary School,2019,413
345,Englewood School,2019,197
445,Georgetown Elementary School,2019,57
340,Glen Stewart Primary School,2019,447
237,Greenfield Elementary School,2019,358
348,Gulf Shore Consolidated School,2019,251
122,Hernewood Intermediate School,2019,273
211,Kensington Intermediate Senior High School,2019,298
212,Kinkora Regional High School,2019,156
343,L.M. Montgomery Elementary School,2019,467
123,M.E. Callaghan Intermediate School,2019,207
222,Miscouche Consolidated School,2019,238
446,Montague Consolidated School,2019,425
420,Montague Intermediate School,2019,263
410,Montague Regional High School,2019,422
447,Morell Consolidated School,2019,175
411,Morell Regional High School,2019,149
448,Mount Stewart Consolidated School,2019,188
133,O'Leary Elementary School,2019,109
346,Parkdale Elementary School,2019,174
236,Parkside Elementary School,2019,360
347,Prince Street Elementary School,2019,229
321,Queen Charlotte Intermediate School,2019,610
233,Queen Elizabeth Elementary School,2019,337
349,Sherwood Elementary School,2019,516
234,Somerset Elementary School,2019,151
412,Souris Regional School,2019,524
451,Southern Kings Consolidated School,2019,188
351,Spring Park Elementary School,2019,503
354,St. Jean Elementary School,2019,107
135,St. Louis Elementary School,2019,112
323,Stonepark Intermediate School,2019,633
358,Stratford Elementary School,2019,646
220,Summerside Intermediate School,2019,496
215,Three Oaks Senior High School,2019,757
130,Tignish Elementary School,2019,174
455,Vernon River Consolidated School,2019,183
355,West Kent Elementary School,2019,300
356,West Royalty Elementary School,2019,505
113,Westisle Composite High School,2019,534
350,Westwood Primary School,2019,558
